,Pointing_mean,Relevance Rank_mean,Relevance Mass_mean,AuC_mean,Pointing_std,Relevance Rank_std,Relevance Mass_std,AuC_std,nb_neighbors,transform_name,segmentator_name,learning_process_name,nb_interpretable_feature,explanation_size,Datasets,Typ,Generation,models,method,tsr,transformer,epochs
328,0.7,0.57,0.7070663735956525,0.5722083333333333,0.4701623459816272,0.08845655093608823,0.12149965699510434,0.12650967735676302,,,,,,,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,LSTM,DLS,True,,
329,0.65,0.5666666666666667,0.6997503557363146,0.5643333333333332,0.4893604849295929,0.0898341551894183,0.12344215172685108,0.12449007100077412,,,,,,,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,LSTM,DL,True,,
330,0.75,0.575,0.6034408935456037,0.49824999999999997,0.4442616583193193,0.06567241047103434,0.1007854513498346,0.09281926883285964,,,,,,,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,LSTM,GS,True,,
331,1.0,0.6316666666666666,1.0,0.5833333333333335,0.0,0.04893604849295928,0.0,1.1390647892519134e-16,1000,random,uniform,SHAP,10,1,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,LSTM,,,,
332,0.0,0.5333333333333333,0.0,0.375,0.0,0.0,0.0,0.0,1000,random,uniform,Lime,10,1,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,LSTM,,,,
333,0.75,0.5633333333333332,0.7086184806272908,0.5695833333333333,0.4442616583193193,0.09666969142273125,0.12898317243517904,0.1333734862785901,,,,,,,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,LSTM,GRAD,True,,
334,0.5,0.53,0.5587220808179445,0.4525833333333334,0.512989176042577,0.15059336829057055,0.10528716159854075,0.22989348855909628,,,,,,,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,CNN,,,mutate_both,100
335,0.65,0.5650000000000001,0.5792438387287002,0.4866666666666667,0.4893604849295929,0.12065852449024787,0.09371382827880388,0.20105732940532745,,,,,,,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,CNN,,,authentic_opposing_information,100
336,0.45,0.6016666666666666,0.6126992536741558,0.5106666666666666,0.5104177855340405,0.061629908437665935,0.09680550216176714,0.11286720448364625,,,,,,,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,CNN,FO,False,,
337,0.25,0.5483333333333333,0.5250976133133995,0.3819166666666667,0.4442616583193193,0.06620453863348427,0.07487825270628443,0.12359890208448952,,,,,,,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,CNN,FA,False,,
338,0.9,0.7633333333333332,0.7115542018742862,0.7815833333333334,0.30779350562554625,0.059136080554867826,0.03394433819111685,0.07525487880281072,,,,,,,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,CNN,SG,False,,
339,0.9,0.7166666666666666,0.7293885786709444,0.7128333333333334,0.30779350562554625,0.10116282977781402,0.07377053635849022,0.1379794670714934,,,,,,,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,CNN,DLS,False,,
340,0.55,0.6183333333333333,0.6381921226274522,0.5477500000000001,0.5104177855340405,0.05350301953549167,0.07465969871742943,0.09352310750518772,,,,,,,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,CNN,DL,False,,
341,0.8,0.6749999999999999,0.6876622642309617,0.6370833333333333,0.41039134083406165,0.0910465468000326,0.07899730716906529,0.13393163460713087,,,,,,,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,CNN,GS,False,,
342,0.5,0.6883333333333332,0.6609924517893021,0.6434166666666666,0.512989176042577,0.07819229557775689,0.05660188046058922,0.11634350606505191,,,,,,,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,CNN,GRAD,False,,
343,0.9,0.4966666666666667,0.6192700097721903,0.4472083333333332,0.30779350562554625,0.11592496060481569,0.1179010716715045,0.14213217506975145,,,,,,,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,CNN,FO,True,,
344,0.8,0.4866666666666667,0.6025135159715974,0.4297916666666667,0.41039134083406165,0.09514531821875087,0.09034164817134746,0.12282281579147813,,,,,,,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,CNN,FA,True,,
345,0.7,0.58,0.6178924428138582,0.5191250000000001,0.4701623459816272,0.06524806465727903,0.08373496206995588,0.08554840076979234,,,,,,,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,CNN,SG,True,,
346,0.8,0.4616666666666667,0.5564531957492939,0.384375,0.41039134083406165,0.0962908605453363,0.09737140427246749,0.1208691341398593,,,,,,,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,CNN,DLS,True,,
347,0.8,0.4766666666666667,0.5944103769597349,0.41525,0.41039134083406165,0.11652874052533584,0.11800499998366609,0.1412067094557537,,,,,,,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,CNN,DL,True,,
348,0.6,0.5666666666666667,0.5921715045499437,0.483875,0.5026246899500346,0.07570332986102249,0.08563437849182008,0.08382673014697938,,,,,,,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,CNN,GS,True,,
349,1.0,0.6016666666666666,1.0,0.5833333333333335,0.0,0.04893604849295928,0.0,1.1390647892519134e-16,1000,random,uniform,SHAP,10,1,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,CNN,,,,
350,0.0,0.5333333333333333,0.0,0.375,0.0,0.0,0.0,0.0,1000,random,uniform,Lime,10,1,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,CNN,,,,
351,0.9,0.47333333333333333,0.5453730386138627,0.39975000000000005,0.30779350562554625,0.0927803165251279,0.08144832370927846,0.10687825095086367,,,,,,,SimulatedTrainingData_Middle_NARMA_F_1_TS_50.npy,Middle,NARMA,CNN,GRAD,True,,
352,0.6,0.6283333333333332,0.6100990845803302,0.5521666666666667,0.5026246899500346,0.10388646524364331,0.0719140135588717,0.1936245160520079,,,,,,,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,LSTM,,,mutate_both,100
353,0.65,0.6816666666666666,0.6386134828160841,0.622625,0.48936048492959283,0.10567244989431575,0.07756243802366766,0.1924139275560474,,,,,,,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,LSTM,,,authentic_opposing_information,100
354,,,,,,,,,,,,,,,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,LSTM,FO,False,,
355,0.0,0.5666666666666667,0.0,,0.0,0.0,,,,,,,,,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,LSTM,FA,False,,
356,0.3,0.6466666666666666,0.43153283233208095,0.5305833333333333,0.4701623459816272,0.12302236757588682,0.2605034932365058,0.20363313747610573,,,,,,,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,LSTM,SG,False,,
357,0.2,0.6183333333333333,0.2712794173082039,0.44333333333333325,0.4103913408340617,0.07451598203705945,0.24676299658153333,0.10938958758193135,,,,,,,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,LSTM,DLS,False,,
358,0.15,0.6149999999999999,0.26683105832395915,0.45549999999999996,0.36634754853252327,0.07834173153935771,0.26086933304704135,0.11048418160969883,,,,,,,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,LSTM,DL,False,,
359,0.45,0.6699999999999999,0.5016063204458605,0.57175,0.5104177855340405,0.08370094356228235,0.2677543854906339,0.168217760394914,,,,,,,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,LSTM,GS,False,,
360,0.1,0.6216666666666666,0.27328461050630554,0.47191666666666665,0.30779350562554625,0.10045219397730346,0.2502353811751088,0.1374158700624831,,,,,,,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,LSTM,GRAD,False,,
361,,,,,,,,,,,,,,,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,LSTM,FO,True,,
362,,,,,,,,,,,,,,,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,LSTM,FA,True,,
363,0.55,0.575,0.5846070167380113,0.4963333333333333,0.5104177855340405,0.0539384531215551,0.1589738868309488,0.0878750941037487,,,,,,,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,LSTM,SG,True,,
364,0.8,0.5833333333333333,0.7002223851014092,0.5466666666666666,0.41039134083406165,0.06966922684794659,0.16139782702891325,0.11366180470128574,,,,,,,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,LSTM,DLS,True,,
365,0.85,0.5816666666666666,0.7013833725467731,0.5497083333333334,0.36634754853252327,0.07048287917863416,0.15734497134200073,0.11067122262604612,,,,,,,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,LSTM,DL,True,,
366,0.75,0.6016666666666666,0.6513202527052416,0.5444166666666665,0.4442616583193193,0.0679482086910868,0.11522247527770081,0.1033284166911815,,,,,,,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,LSTM,GS,True,,
367,1.0,0.5966666666666666,1.0,0.5833333333333335,0.0,0.04701623459816272,0.0,1.1390647892519134e-16,1000,random,uniform,SHAP,10,1,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,LSTM,,,,
368,0.0,0.5333333333333333,0.0,0.375,0.0,0.0,0.0,0.0,1000,random,uniform,Lime,10,1,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,LSTM,,,,
369,0.7,0.57,0.6848512426909541,0.5329583333333334,0.4701623459816272,0.07484877541607844,0.16152306782239648,0.11647022151605962,,,,,,,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,LSTM,GRAD,True,,
370,0.55,0.6366666666666666,0.6112963830928682,0.563625,0.5104177855340405,0.1149116110868397,0.07444446434032395,0.18555595989993415,,,,,,,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,CNN,,,mutate_both,100
371,0.45,0.6333333333333333,0.5948383937306885,0.5096666666666666,0.5104177855340405,0.06578362547106202,0.06232317581392115,0.1348914985248107,,,,,,,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,CNN,,,authentic_opposing_information,100
372,0.5,0.6033333333333333,0.5931268474566538,0.49700000000000005,0.512989176042577,0.057124057057747944,0.051695998148855164,0.08208289918845026,,,,,,,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,CNN,FO,False,,
373,0.45,0.625,0.5739610133609261,0.5079166666666668,0.5104177855340405,0.1112791127555954,0.12591140916821084,0.19123224987384546,,,,,,,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,CNN,FA,False,,
374,0.9,0.8483333333333333,0.7123113519254753,0.8807500000000001,0.30779350562554625,0.056687302744068364,0.015114896568039599,0.062136604367628426,,,,,,,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,CNN,SG,False,,
375,0.65,0.6466666666666665,0.6448276604922032,0.5851666666666666,0.4893604849295929,0.04244018839076087,0.04181864329853309,0.06638735347755917,,,,,,,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,CNN,DLS,False,,
376,0.65,0.6466666666666666,0.6534085445542871,0.5807500000000001,0.4893604849295929,0.07366750019374432,0.07074285091266616,0.10946103341489753,,,,,,,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,CNN,DL,False,,
377,0.7,0.6399999999999999,0.6307191229501872,0.5494999999999999,0.4701623459816272,0.059824304161611865,0.057934175326309525,0.09103707232777039,,,,,,,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,CNN,GS,False,,
378,0.25,0.5583333333333332,0.5498978638401653,0.4031666666666666,0.4442616583193193,0.10422366861426055,0.07643526254478902,0.1502054149046121,,,,,,,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,CNN,GRAD,False,,
379,0.85,0.6533333333333332,0.72391415286562,0.6179583333333334,0.36634754853252327,0.08193564726294447,0.09317125057841388,0.10285560017959204,,,,,,,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,CNN,FO,True,,
380,0.7,0.6183333333333333,0.6948035390071983,0.5765833333333333,0.4701623459816272,0.09143111681920447,0.08507882777195566,0.1069239974377603,,,,,,,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,CNN,FA,True,,
381,0.5,0.5783333333333334,0.6002658173013602,0.5036666666666665,0.512989176042577,0.059505761674938824,0.06177289674750463,0.06057497408484891,,,,,,,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,CNN,SG,True,,
382,0.65,0.5783333333333334,0.6460306962263834,0.5281250000000001,0.48936048492959283,0.09066034549688212,0.09950096566872688,0.11726222520089037,,,,,,,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,CNN,DLS,True,,
383,0.8,0.5816666666666667,0.6495855276551165,0.5295833333333333,0.41039134083406165,0.09078926180160035,0.09742561730891339,0.11084322604577114,,,,,,,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,CNN,DL,True,,
384,0.65,0.5833333333333333,0.6159570043165898,0.5165,0.4893604849295929,0.06622661785325218,0.07571669337341494,0.0770426516641178,,,,,,,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,CNN,GS,True,,
385,1.0,0.6166666666666666,1.0,0.5833333333333335,0.0,0.051298917604257685,0.0,1.1390647892519134e-16,1000,random,uniform,SHAP,10,1,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,CNN,,,,
386,0.0,0.5333333333333333,0.0,0.375,0.0,0.0,0.0,0.0,1000,random,uniform,Lime,10,1,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,CNN,,,,
387,0.65,0.6533333333333333,0.7143855490021338,0.6157916666666667,0.48936048492959283,0.07523841248624462,0.08573912082058935,0.09742123636723996,,,,,,,SimulatedTrainingData_Middle_Harmonic_F_1_TS_50.npy,Middle,Harmonic,CNN,GRAD,True,,
388,0.45,0.6333333333333333,0.5912399780062026,0.515125,0.5104177855340405,0.09489914621963874,0.08659252241272586,0.18557900443198017,,,,,,,SimulatedTrainingData_Middle_CAR_F_1_TS_50.npy,Middle,CAR,LSTM,,,mutate_both,100
389,0.75,0.6766666666666666,0.6546659916497173,0.6302083333333333,0.4442616583193193,0.08658565714592581,0.07908469415033675,0.15984798951335608,,,,,,,SimulatedTrainingData_Middle_CAR_F_1_TS_50.npy,Middle,CAR,LSTM,,,authentic_opposing_information,100
390,0.4,0.5716666666666665,0.49195882134250707,0.4508333333333333,0.5026246899500346,0.07356820442116542,0.11789282170769799,0.06359537204096884,,,,,,,SimulatedTrainingData_Middle_CAR_F_1_TS_50.npy,Middle,CAR,LSTM,FO,False,,
391,0.2,0.5933333333333333,0.42875440073969945,0.48620833333333324,0.41039134083406165,0.08692269873603531,0.24590172712561426,0.13264087595339608,,,,,,,SimulatedTrainingData_Middle_CAR_F_1_TS_50.npy,Middle,CAR,LSTM,FA,False,,
392,0.45,0.6566666666666665,0.6049158589752605,0.587,0.5104177855340405,0.11139729227026211,0.1741130879347375,0.18570050716832492,,,,,,,SimulatedTrainingData_Middle_CAR_F_1_TS_50.npy,Middle,CAR,LSTM,SG,False,,
393,0.15,0.6499999999999999,0.49685019001513486,0.52625,0.36634754853252327,0.04896591486650126,0.11236924991627509,0.06807476754722111,,,,,,,SimulatedTrainingData_Middle_CAR_F_1_TS_50.npy,Middle,CAR,LSTM,DLS,False,,
394,0.15,0.5999999999999999,0.43392395554604146,0.44300000000000006,0.36634754853252327,0.05298129428260174,0.11166468680029325,0.06299447669095483,,,,,,,SimulatedTrainingData_Middle_CAR_F_1_TS_50.npy,Middle,CAR,LSTM,DL,False,,
395,0.7,0.7033333333333333,0.6944154859834963,0.6507499999999999,0.4701623459816272,0.09041813201173331,0.14933763516227883,0.1635135731261819,,,,,,,SimulatedTrainingData_Middle_CAR_F_1_TS_50.npy,Middle,CAR,LSTM,GS,False,,
396,0.0,0.5916666666666666,0.3967981245576994,0.36525,0.0,0.06386663736585049,0.08852161809281275,0.09534681998824786,,,,,,,SimulatedTrainingData_Middle_CAR_F_1_TS_50.npy,Middle,CAR,LSTM,GRAD,False,,
397,0.8,0.5683333333333332,0.6958352228463525,0.5415833333333333,0.41039134083406165,0.0790846759170971,0.15353495992481697,0.12869762035632248,,,,,,,SimulatedTrainingData_Middle_CAR_F_1_TS_50.npy,Middle,CAR,LSTM,FO,True,,
398,0.85,0.565,0.7049009222518862,0.5441666666666667,0.36634754853252327,0.0783417315393577,0.1620243486474016,0.13696106502701172,,,,,,,SimulatedTrainingData_Middle_CAR_F_1_TS_50.npy,Middle,CAR,LSTM,FA,True,,
399,0.7,0.5683333333333331,0.5958059475905029,0.4992083333333334,0.4701623459816272,0.07048287917863413,0.11549037956265214,0.08628054802698149,,,,,,,SimulatedTrainingData_Middle_CAR_F_1_TS_50.npy,Middle,CAR,LSTM,SG,True,,
400,0.75,0.5599999999999999,0.7006870067533782,0.5333333333333333,0.4442616583193193,0.061748404814019456,0.1399664331059354,0.10147378885486343,,,,,,,SimulatedTrainingData_Middle_CAR_F_1_TS_50.npy,Middle,CAR,LSTM,DLS,True,,
401,0.75,0.5599999999999999,0.700301916017741,0.5357916666666667,0.4442616583193193,0.06268831279755029,0.13899016577703602,0.09900546200007329,,,,,,,SimulatedTrainingData_Middle_CAR_F_1_TS_50.npy,Middle,CAR,LSTM,DL,True,,
402,0.75,0.5783333333333333,0.6235396868009901,0.5072083333333334,0.4442616583193193,0.05104177855340403,0.09731834740774366,0.06746250583088693,,,,,,,SimulatedTrainingData_Middle_CAR_F_1_TS_50.npy,Middle,CAR,LSTM,GS,True,,
403,1.0,0.6616666666666665,1.0,0.5833333333333335,0.0,0.02236067977499789,0.0,1.1390647892519134e-16,1000,random,uniform,SHAP,10,1,SimulatedTrainingData_Middle_CAR_F_1_TS_50.npy,Middle,CAR,LSTM,,,,
404,0.0,0.5333333333333333,0.0,0.375,0.0,0.0,0.0,0.0,1000,random,uniform,Lime,10,1,SimulatedTrainingData_Middle_CAR_F_1_TS_50.npy,Middle,CAR,LSTM,,,,
405,0.7,0.5599999999999999,0.6914355277607422,0.53,0.4701623459816272,0.06268831279755029,0.14592677646651075,0.10601569452387755,,,,,,,SimulatedTrainingData_Middle_CAR_F_1_TS_50.npy,Middle,CAR,LSTM,GRAD,True,,
406,0.4,0.6833333333333333,0.6144403593864048,0.591,0.5026246899500346,0.0783603909969379,0.09438483864886064,0.19876898195426396,,,,,,,SimulatedTrainingData_Middle_CAR_F_1_TS_50.npy,Middle,CAR,CNN,,,mutate_both,100
407,0.35,0.7033333333333334,0.6276982143701755,0.6103333333333333,0.48936048492959283,0.08299933065325825,0.08995158437973691,0.19780934763477662,,,,,,,SimulatedTrainingData_Middle_CAR_F_1_TS_50.npy,Middle,CAR,CNN,,,authentic_opposing_information,100
408,0.75,0.6416666666666665,0.6653787899664743,0.5869166666666666,0.4442616583193193,0.0708139808444698,0.05996716748829298,0.10570049682588897,,,,,,,SimulatedTrainingData_Middle_CAR_F_1_TS_50.npy,Middle,CAR,CNN,FO,False,,
409,0.5,0.6383333333333334,0.6065692763541716,0.5474166666666667,0.512989176042577,0.1511263752180595,0.12657458352914752,0.29102936639669746,,,,,,,SimulatedTrainingData_Middle_CAR_F_1_TS_50.npy,Middle,CAR,CNN,FA,False,,
410,0.95,0.8200000000000001,0.7352581615521967,0.8572500000000002,0.22360679774997902,0.03487655758537312,0.015921521854101044,0.046564031873619856,,,,,,,SimulatedTrainingData_Middle_CAR_F_1_TS_50.npy,Middle,CAR,CNN,SG,False,,
411,0.8,0.7516666666666667,0.7367872141055185,0.74325,0.41039134083406165,0.05350301953549171,0.04216759298802584,0.07601645520535869,,,,,,,SimulatedTrainingData_Middle_CAR_F_1_TS_50.npy,Middle,CAR,CNN,DLS,False,,
412,0.95,0.6433333333333332,0.6931043290936056,0.6147499999999999,0.22360679774997902,0.06497862896539308,0.04839394768339412,0.08833792606398765,,,,,,,SimulatedTrainingData_Middle_CAR_F_1_TS_50.npy,Middle,CAR,CNN,DL,False,,
413,0.75,0.7133333333333332,0.7072861091838324,0.6954166666666668,0.4442616583193193,0.058639547160837406,0.04189256919370964,0.08093365089969201,,,,,,,SimulatedTrainingData_Middle_CAR_F_1_TS_50.npy,Middle,CAR,CNN,GS,False,,
414,0.4,0.6883333333333334,0.6146587209292452,0.5904166666666667,0.5026246899500346,0.1503504677674624,0.11762746416406016,0.25070944658745337,,,,,,,SimulatedTrainingData_Middle_CAR_F_1_TS_50.npy,Middle,CAR,CNN,GRAD,False,,
415,0.75,0.5416666666666666,0.6347476719000242,0.504875,0.4442616583193193,0.1241933033950991,0.1344654780721575,0.15106741915972136,,,,,,,SimulatedTrainingData_Middle_CAR_F_1_TS_50.npy,Middle,CAR,CNN,FO,True,,
416,0.85,0.5183333333333333,0.6317319055221743,0.4880833333333333,0.36634754853252327,0.14244112357114613,0.14434877474337435,0.16808999695408228,,,,,,,SimulatedTrainingData_Middle_CAR_F_1_TS_50.npy,Middle,CAR,CNN,FA,True,,
417,0.75,0.5416666666666666,0.5810638435931302,0.47554166666666664,0.4442616583193193,0.06567241047103434,0.0792595474701075,0.08491321463981819,,,,,,,SimulatedTrainingData_Middle_CAR_F_1_TS_50.npy,Middle,CAR,CNN,SG,True,,
418,0.85,0.48500000000000004,0.5795740153290174,0.4249583333333334,0.36634754853252327,0.12587704016128629,0.12701809881497433,0.15407701874282995,,,,,,,SimulatedTrainingData_Middle_CAR_F_1_TS_50.npy,Middle,CAR,CNN,DLS,True,,
419,1.0,0.4866666666666667,0.5796230140450421,0.4295,0.0,0.12158793415053218,0.13681558275832537,0.16250560044330345,,,,,,,SimulatedTrainingData_Middle_CAR_F_1_TS_50.npy,Middle,CAR,CNN,DL,True,,
420,0.55,0.5316666666666666,0.558874460209157,0.45837500000000003,0.5104177855340404,0.061629908437665935,0.0844175982198705,0.08539060364032143,,,,,,,SimulatedTrainingData_Middle_CAR_F_1_TS_50.npy,Middle,CAR,CNN,GS,True,,
421,1.0,0.6116666666666666,1.0,0.5833333333333335,0.0,0.051041778553404034,0.0,1.1390647892519134e-16,1000,random,uniform,SHAP,10,1,SimulatedTrainingData_Middle_CAR_F_1_TS_50.npy,Middle,CAR,CNN,,,,
422,0.0,0.5333333333333333,0.0,0.375,0.0,0.0,0.0,0.0,1000,random,uniform,Lime,10,1,SimulatedTrainingData_Middle_CAR_F_1_TS_50.npy,Middle,CAR,CNN,,,,
423,0.8,0.6016666666666666,0.6890713586390984,0.5817083333333333,0.41039134083406165,0.11621466324529092,0.1263831646022238,0.1402531324248081,,,,,,,SimulatedTrainingData_Middle_CAR_F_1_TS_50.npy,Middle,CAR,CNN,GRAD,True,,
424,0.8,0.5333333333333333,0.5501692764956072,0.386,0.41039134083406165,0.07254762501100115,0.06881433288367,0.11540787065095315,,,,,,,SimulatedTrainingData_Middle_Box_F_1_TS_50.npy,Middle,Box,CNN,,,mutate_both,100
425,0.65,0.5933333333333332,0.5918274786059221,0.4944166666666666,0.48936048492959283,0.065427072029749,0.06927067675152779,0.12273208710308141,,,,,,,SimulatedTrainingData_Middle_Box_F_1_TS_50.npy,Middle,Box,CNN,,,authentic_opposing_information,100
426,0.8,0.6666666666666666,0.6993144033929076,0.6210000000000001,0.41039134083406165,0.07173701157986273,0.09508755522272858,0.1173730494983325,,,,,,,SimulatedTrainingData_Middle_Box_F_1_TS_50.npy,Middle,Box,CNN,FO,False,,
427,0.5,0.6833333333333333,0.6324907764627434,0.5954583333333332,0.512989176042577,0.15802139169719437,0.1499877642199646,0.24960809559965977,,,,,,,SimulatedTrainingData_Middle_Box_F_1_TS_50.npy,Middle,Box,CNN,FA,False,,
428,0.65,0.6533333333333334,0.6277674155693955,0.5975,0.4893604849295929,0.1817394832337813,0.13277920877333171,0.2719270090403196,,,,,,,SimulatedTrainingData_Middle_Box_F_1_TS_50.npy,Middle,Box,CNN,SG,False,,
429,0.9,0.7183333333333334,0.7295372444220038,0.6953333333333334,0.30779350562554625,0.06531524991412826,0.0626199826716839,0.09314297630571894,,,,,,,SimulatedTrainingData_Middle_Box_F_1_TS_50.npy,Middle,Box,CNN,DLS,False,,
430,0.7,0.685,0.710676868991723,0.6424166666666666,0.4701623459816272,0.09761782504277523,0.09399497293563908,0.1369354171846428,,,,,,,SimulatedTrainingData_Middle_Box_F_1_TS_50.npy,Middle,Box,CNN,DL,False,,
431,0.65,0.6466666666666667,0.655954001663258,0.5984999999999998,0.48936048492959283,0.07976573888214918,0.10215715789317704,0.12283314884891762,,,,,,,SimulatedTrainingData_Middle_Box_F_1_TS_50.npy,Middle,Box,CNN,GS,False,,
432,0.8,0.7116666666666666,0.6796662446495543,0.68025,0.41039134083406165,0.13476208188303673,0.07607306146506929,0.18569552753733307,,,,,,,SimulatedTrainingData_Middle_Box_F_1_TS_50.npy,Middle,Box,CNN,GRAD,False,,
433,0.6,0.4966666666666666,0.5379463375783218,0.41125,0.5026246899500346,0.09041813201173328,0.11449150408739038,0.12039940233186935,,,,,,,SimulatedTrainingData_Middle_Box_F_1_TS_50.npy,Middle,Box,CNN,FO,True,,
434,0.85,0.51,0.590190253337188,0.45474999999999993,0.36634754853252327,0.06675432833065728,0.08664071477183823,0.09140956768482983,,,,,,,SimulatedTrainingData_Middle_Box_F_1_TS_50.npy,Middle,Box,CNN,FA,True,,
435,0.8,0.5816666666666666,0.6128494910065585,0.5150833333333334,0.41039134083406165,0.03969916109709202,0.06422330304429208,0.05994752822553136,,,,,,,SimulatedTrainingData_Middle_Box_F_1_TS_50.npy,Middle,Box,CNN,SG,True,,
436,0.9,0.5083333333333333,0.5704416713030236,0.43587499999999996,0.30779350562554625,0.09845294539088381,0.10116497708194518,0.11881864744025732,,,,,,,SimulatedTrainingData_Middle_Box_F_1_TS_50.npy,Middle,Box,CNN,DLS,True,,
437,0.8,0.5233333333333333,0.5811290209592306,0.45158333333333334,0.41039134083406165,0.0898992288344524,0.0985860799989893,0.10965486125334903,,,,,,,SimulatedTrainingData_Middle_Box_F_1_TS_50.npy,Middle,Box,CNN,DL,True,,
438,0.7,0.5616666666666666,0.6079274288560209,0.5062083333333334,0.4701623459816272,0.059505761674938824,0.07028067603153669,0.074078389707373,,,,,,,SimulatedTrainingData_Middle_Box_F_1_TS_50.npy,Middle,Box,CNN,GS,True,,
439,0.9,0.6033333333333333,0.9,0.5625000000000002,0.30779350562554625,0.05503852983212642,0.30779350562554625,0.06412364700532215,1000,random,uniform,SHAP,10,1,SimulatedTrainingData_Middle_Box_F_1_TS_50.npy,Middle,Box,CNN,,,,
