,Pointing_mean,Relevance Rank_mean,Relevance Mass_mean,AuC_mean,Pointing_std,Relevance Rank_std,Relevance Mass_std,AuC_std,transformer,epochs,Datasets,Typ,Generation,models,method,tsr
561,0.65,0.3645,0.291467635336425,0.4500037673611111,0.48936048492959294,0.4037437660075924,0.18061383686870788,0.4375821048101489,authentic_opposing_information,100,SimulatedTrainingData_Moving_Middle_NARMA_F_50_TS_50.npy,Middle,NARMA,CNN,,
562,1.0,0.5933333333333332,0.5480162465645216,0.775625,0.0,0.013679711361135384,0.007971943597866592,0.01293734197010584,,,SimulatedTrainingData_Moving_Middle_NARMA_F_50_TS_50.npy,Middle,NARMA,CNN,FO,False
563,0.2,0.4820555555555555,0.43249728045602254,0.6453274305555554,0.41039134083406165,0.048825417330708686,0.02910880775593917,0.054242187606878954,,,SimulatedTrainingData_Moving_Middle_NARMA_F_50_TS_50.npy,Middle,NARMA,CNN,SG,False
564,0.9,0.6179444444444445,0.5871532670846611,0.7652695312500001,0.30779350562554625,0.0364208934745083,0.03218280008734784,0.03852834610900157,,,SimulatedTrainingData_Moving_Middle_NARMA_F_50_TS_50.npy,Middle,NARMA,CNN,GS,False
565,0.9,0.5249444444444444,0.5235633278218801,0.6699363888888888,0.30779350562554625,0.021633953411730432,0.02343576606012592,0.025725024685544634,,,SimulatedTrainingData_Moving_Middle_NARMA_F_50_TS_50.npy,Middle,NARMA,CNN,IG,False
566,0.1,0.44866666666666666,0.41270842235692307,0.611852204861111,0.30779350562554625,0.05270413452445083,0.03601184219443636,0.057074493465943454,,,SimulatedTrainingData_Moving_Middle_NARMA_F_50_TS_50.npy,Middle,NARMA,CNN,GRAD,False
567,0.25,0.40827777777777774,0.41871121687863316,0.6024382986111112,0.4442616583193193,0.2602184504897926,0.25931360883842197,0.25730091950291695,,,SimulatedTrainingData_Moving_Middle_NARMA_F_50_TS_50.npy,Middle,NARMA,CNN,FO,True
568,0.3,0.3661111111111111,0.3620743620028044,0.5014777777777778,0.4701623459816272,0.04295229080328734,0.043869088552156446,0.04722078334097394,,,SimulatedTrainingData_Moving_Middle_NARMA_F_50_TS_50.npy,Middle,NARMA,CNN,SG,True
569,0.45,0.37355555555555553,0.37292752618210534,0.516858125,0.5104177855340405,0.04175581107204842,0.03676634885343637,0.04100470762804966,,,SimulatedTrainingData_Moving_Middle_NARMA_F_50_TS_50.npy,Middle,NARMA,CNN,GS,True
570,0.4,0.4696111111111111,0.4666449890809797,0.65010828125,0.5026246899500346,0.31221926181194165,0.30350663606226286,0.2925436115314819,,,SimulatedTrainingData_Moving_Middle_NARMA_F_50_TS_50.npy,Middle,NARMA,CNN,IG,True
571,0.05,0.26488888888888884,0.23784964171720452,0.44377835069444443,0.22360679774997896,0.1983572560801246,0.1733563828841503,0.18393477002907357,,,SimulatedTrainingData_Moving_Middle_NARMA_F_50_TS_50.npy,Middle,NARMA,CNN,GRAD,True
572,0.5,0.18533333333333332,0.09171922306934523,0.526407912087912,0.512989176042577,0.16937510804563663,0.042194647633283275,0.27075616402309466,authentic_opposing_information,100,SimulatedTrainingData_Moving_SmallMiddle_PseudoPeriodic_F_50_TS_50.npy,SmallMiddle,PseudoPeriodic,LSTM,,
573,0.4,0.09111111111111111,0.0933168856141736,0.5199999999999999,0.5026246899500346,0.0627628973721713,0.02335803762788066,0.0581770832309434,,,SimulatedTrainingData_Moving_SmallMiddle_PseudoPeriodic_F_50_TS_50.npy,SmallMiddle,PseudoPeriodic,LSTM,FO,False
574,0.0,0.014222222222222223,0.03269117122347704,0.4497488644688644,0.0,0.03571892293295779,0.03671124468198106,0.25006948007736324,,,SimulatedTrainingData_Moving_SmallMiddle_PseudoPeriodic_F_50_TS_50.npy,SmallMiddle,PseudoPeriodic,LSTM,SG,False
575,0.0,0.03511111111111111,0.012678332838619832,0.48032713064713073,0.0,0.05910134905980369,0.019678996351996558,0.21120356136130086,,,SimulatedTrainingData_Moving_SmallMiddle_PseudoPeriodic_F_50_TS_50.npy,SmallMiddle,PseudoPeriodic,LSTM,GS,False
576,0.0,0.03288888888888889,0.011381138260458218,0.46599159951159946,0.0,0.05135512562417937,0.016596174642536505,0.20379954948954998,,,SimulatedTrainingData_Moving_SmallMiddle_PseudoPeriodic_F_50_TS_50.npy,SmallMiddle,PseudoPeriodic,LSTM,IG,False
577,0.0,0.017777777777777778,0.01125820041245687,0.4488759951159952,0.0,0.042605218909924324,0.017830011688538448,0.21539291415045975,,,SimulatedTrainingData_Moving_SmallMiddle_PseudoPeriodic_F_50_TS_50.npy,SmallMiddle,PseudoPeriodic,LSTM,GRAD,False
578,0.0,0.08311111111111111,0.06152644024809324,0.5037183394383395,0.0,0.08679522628602845,0.045323861154743204,0.11327754747115638,,,SimulatedTrainingData_Moving_SmallMiddle_PseudoPeriodic_F_50_TS_50.npy,SmallMiddle,PseudoPeriodic,LSTM,FO,True
579,0.1,0.10288888888888889,0.09788578690759045,0.5142842979242979,0.30779350562554625,0.040123914627267415,0.02264456161394326,0.06294165435580126,,,SimulatedTrainingData_Moving_SmallMiddle_PseudoPeriodic_F_50_TS_50.npy,SmallMiddle,PseudoPeriodic,LSTM,SG,True
580,0.1,0.07511111111111111,0.08332832871068423,0.4772676434676434,0.30779350562554625,0.017055503171529363,0.015510962702535113,0.0653535548357145,,,SimulatedTrainingData_Moving_SmallMiddle_PseudoPeriodic_F_50_TS_50.npy,SmallMiddle,PseudoPeriodic,LSTM,GS,True
581,0.0,0.07577777777777778,0.060128980880796004,0.5033248351648352,0.0,0.08842539981268836,0.03483001916863227,0.12567585057681457,,,SimulatedTrainingData_Moving_SmallMiddle_PseudoPeriodic_F_50_TS_50.npy,SmallMiddle,PseudoPeriodic,LSTM,IG,True
582,0.0,0.07511111111111111,0.06974049909561195,0.4928458119658119,0.0,0.12457720570769086,0.06982809976426321,0.11054991105753191,,,SimulatedTrainingData_Moving_SmallMiddle_PseudoPeriodic_F_50_TS_50.npy,SmallMiddle,PseudoPeriodic,LSTM,GRAD,True
583,0.5,0.15777777777777777,0.08978169982019316,0.5051726495726496,0.512989176042577,0.12918699142110499,0.03206063910751383,0.20743369422148283,authentic_opposing_information,100,SimulatedTrainingData_Moving_SmallMiddle_PseudoPeriodic_F_50_TS_50.npy,SmallMiddle,PseudoPeriodic,CNN,,
584,0.7,0.16244444444444445,0.1157271348411558,0.5834432234432234,0.4701623459816272,0.07444627736244042,0.019496314676953865,0.08073173299949307,,,SimulatedTrainingData_Moving_SmallMiddle_PseudoPeriodic_F_50_TS_50.npy,SmallMiddle,PseudoPeriodic,CNN,FO,False
585,0.55,0.3348888888888889,0.16100245903404384,0.7652196336996338,0.5104177855340405,0.10498949481777817,0.026771175091225882,0.07954477985098315,,,SimulatedTrainingData_Moving_SmallMiddle_PseudoPeriodic_F_50_TS_50.npy,SmallMiddle,PseudoPeriodic,CNN,SG,False
586,0.55,0.372,0.27451164865975375,0.8083426617826618,0.5104177855340405,0.08907699395018939,0.0725489320286349,0.07284657782703939,,,SimulatedTrainingData_Moving_SmallMiddle_PseudoPeriodic_F_50_TS_50.npy,SmallMiddle,PseudoPeriodic,CNN,GS,False
587,0.75,0.354,0.2655414581522245,0.7932335042735044,0.4442616583193193,0.09329740327624166,0.07762298726406111,0.07694029908564898,,,SimulatedTrainingData_Moving_SmallMiddle_PseudoPeriodic_F_50_TS_50.npy,SmallMiddle,PseudoPeriodic,CNN,IG,False
588,0.7,0.45911111111111114,0.26016087492825823,0.8655371916971918,0.4701623459816272,0.0964837282217367,0.06386083152993861,0.05847749605378345,,,SimulatedTrainingData_Moving_SmallMiddle_PseudoPeriodic_F_50_TS_50.npy,SmallMiddle,PseudoPeriodic,CNN,GRAD,False
589,0.2,0.27155555555555555,0.20505653680824545,0.7392454212454213,0.41039134083406165,0.15853061475773247,0.09367158354971884,0.10641587834183674,,,SimulatedTrainingData_Moving_SmallMiddle_PseudoPeriodic_F_50_TS_50.npy,SmallMiddle,PseudoPeriodic,CNN,FO,True
590,0.1,0.10311111111111111,0.10095468463616937,0.5361577533577533,0.30779350562554625,0.041457525803453216,0.023386705230670594,0.08025861426440949,,,SimulatedTrainingData_Moving_SmallMiddle_PseudoPeriodic_F_50_TS_50.npy,SmallMiddle,PseudoPeriodic,CNN,SG,True
591,0.05,0.08311111111111111,0.08412749232121965,0.49000268620268617,0.22360679774997894,0.04073655835345851,0.022305339356388797,0.07240223941226834,,,SimulatedTrainingData_Moving_SmallMiddle_PseudoPeriodic_F_50_TS_50.npy,SmallMiddle,PseudoPeriodic,CNN,GS,True
592,0.3,0.2284444444444444,0.18268987644279705,0.721060122100122,0.4701623459816272,0.16510630202436594,0.08882781704010283,0.11152691258241622,,,SimulatedTrainingData_Moving_SmallMiddle_PseudoPeriodic_F_50_TS_50.npy,SmallMiddle,PseudoPeriodic,CNN,IG,True
593,0.05,0.17622222222222222,0.16072901184621508,0.670703785103785,0.22360679774997894,0.1574737206950787,0.1184809989888337,0.1538761508916181,,,SimulatedTrainingData_Moving_SmallMiddle_PseudoPeriodic_F_50_TS_50.npy,SmallMiddle,PseudoPeriodic,CNN,GRAD,True
594,0.45,0.2911111111111111,0.08610947092568218,0.4959242979242979,0.5104177855340405,0.3099544077647348,0.06090133278261513,0.3873934071428444,authentic_opposing_information,100,SimulatedTrainingData_Moving_SmallMiddle_NARMA_F_50_TS_50.npy,SmallMiddle,NARMA,LSTM,,
595,0.2,0.10377777777777779,0.08873620255532667,0.4921611721611721,0.4103913408340617,0.06312255888266917,0.017443332756772626,0.054720239250779915,,,SimulatedTrainingData_Moving_SmallMiddle_NARMA_F_50_TS_50.npy,SmallMiddle,NARMA,LSTM,FO,False
596,0.0,0.010666666666666666,0.033870228565972695,0.4952473748473748,0.0,0.027450469305773488,0.03779270369825497,0.1998195715520501,,,SimulatedTrainingData_Moving_SmallMiddle_NARMA_F_50_TS_50.npy,SmallMiddle,NARMA,LSTM,SG,False
597,0.0,0.021555555555555557,0.01240074078937015,0.5756467887667888,0.0,0.05857790556295907,0.024985172772256932,0.1381448138293586,,,SimulatedTrainingData_Moving_SmallMiddle_NARMA_F_50_TS_50.npy,SmallMiddle,NARMA,LSTM,GS,False
598,0.0,0.02222222222222222,0.009689814852154477,0.5319921855921856,0.0,0.0578946187015157,0.016666926616378266,0.1383612810617195,,,SimulatedTrainingData_Moving_SmallMiddle_NARMA_F_50_TS_50.npy,SmallMiddle,NARMA,LSTM,IG,False
599,0.0,0.01488888888888889,0.008921396785906187,0.48582603174603173,0.0,0.04843543024670976,0.019272205971001252,0.17809110834058395,,,SimulatedTrainingData_Moving_SmallMiddle_NARMA_F_50_TS_50.npy,SmallMiddle,NARMA,LSTM,GRAD,False
600,0.0,0.04022222222222222,0.05082204450752169,0.5003930647130648,0.0,0.04339042572773754,0.01530126409462378,0.0871118246945015,,,SimulatedTrainingData_Moving_SmallMiddle_NARMA_F_50_TS_50.npy,SmallMiddle,NARMA,LSTM,FO,True
601,0.0,0.09688888888888889,0.09344016043233185,0.5027570207570207,0.0,0.03881546954196848,0.024571145121135216,0.0618476854718418,,,SimulatedTrainingData_Moving_SmallMiddle_NARMA_F_50_TS_50.npy,SmallMiddle,NARMA,LSTM,SG,True
602,0.05,0.09355555555555557,0.0906308959958064,0.4967492551892552,0.22360679774997896,0.02998721841645329,0.019754852975436842,0.08316899264018028,,,SimulatedTrainingData_Moving_SmallMiddle_NARMA_F_50_TS_50.npy,SmallMiddle,NARMA,LSTM,GS,True
603,0.0,0.04177777777777777,0.05139253258664306,0.49526637362637366,0.0,0.0347989678172155,0.010012155750603297,0.06911707819583632,,,SimulatedTrainingData_Moving_SmallMiddle_NARMA_F_50_TS_50.npy,SmallMiddle,NARMA,LSTM,IG,True
604,0.0,0.04488888888888889,0.04899390921008616,0.4832925030525031,0.0,0.03007117396400994,0.014822552179235891,0.09338634748529118,,,SimulatedTrainingData_Moving_SmallMiddle_NARMA_F_50_TS_50.npy,SmallMiddle,NARMA,LSTM,GRAD,True
605,0.4,0.22955555555555557,0.07791866033713195,0.4392033211233211,0.5026246899500346,0.2545401643290508,0.05157469918109574,0.3319883972306841,authentic_opposing_information,100,SimulatedTrainingData_Moving_SmallMiddle_NARMA_F_50_TS_50.npy,SmallMiddle,NARMA,CNN,,
606,0.9,0.24511111111111114,0.1758278089317499,0.7551648351648352,0.30779350562554625,0.0891723550316147,0.04586032216958925,0.11829489604767145,,,SimulatedTrainingData_Moving_SmallMiddle_NARMA_F_50_TS_50.npy,SmallMiddle,NARMA,CNN,FO,False
607,0.2,0.12444444444444444,0.10836968247356252,0.6099469597069598,0.4103913408340617,0.08956468254102432,0.0202092353220042,0.08814958349465578,,,SimulatedTrainingData_Moving_SmallMiddle_NARMA_F_50_TS_50.npy,SmallMiddle,NARMA,CNN,SG,False
608,0.3,0.25088888888888894,0.1659241027742931,0.7343059340659341,0.4701623459816272,0.11246866576841345,0.03718484817351188,0.06941734689194125,,,SimulatedTrainingData_Moving_SmallMiddle_NARMA_F_50_TS_50.npy,SmallMiddle,NARMA,CNN,GS,False
609,0.3,0.20577777777777775,0.14189223600732814,0.6521688888888889,0.4701623459816272,0.08825622807129431,0.030708821650622067,0.06340405042034272,,,SimulatedTrainingData_Moving_SmallMiddle_NARMA_F_50_TS_50.npy,SmallMiddle,NARMA,CNN,IG,False
610,0.1,0.14444444444444443,0.11050476482214866,0.6142395115995116,0.30779350562554625,0.11312330039217354,0.025429411935395527,0.10561581632118995,,,SimulatedTrainingData_Moving_SmallMiddle_NARMA_F_50_TS_50.npy,SmallMiddle,NARMA,CNN,GRAD,False
611,0.3,0.2928888888888889,0.21721739580923188,0.7245268864468865,0.4701623459816272,0.25368765618489364,0.15942840599935187,0.23270135272909728,,,SimulatedTrainingData_Moving_SmallMiddle_NARMA_F_50_TS_50.npy,SmallMiddle,NARMA,CNN,FO,True
612,0.05,0.09777777777777777,0.09450807893840033,0.516611282051282,0.22360679774997894,0.031127815064589046,0.02035141587170041,0.06891613977268857,,,SimulatedTrainingData_Moving_SmallMiddle_NARMA_F_50_TS_50.npy,SmallMiddle,NARMA,CNN,SG,True
613,0.1,0.09244444444444444,0.09088885279981732,0.5082542612942612,0.30779350562554625,0.04193128448525631,0.017486525631297788,0.05842462032703481,,,SimulatedTrainingData_Moving_SmallMiddle_NARMA_F_50_TS_50.npy,SmallMiddle,NARMA,CNN,GS,True
614,0.35,0.23822222222222225,0.1657727482060663,0.6612998778998779,0.48936048492959283,0.22127705430711295,0.11455034407969943,0.2204744987382022,,,SimulatedTrainingData_Moving_SmallMiddle_NARMA_F_50_TS_50.npy,SmallMiddle,NARMA,CNN,IG,True
615,0.25,0.2008888888888889,0.1404334996318562,0.5993237606837607,0.4442616583193193,0.22821669307776377,0.13362440153514674,0.25484289976165564,,,SimulatedTrainingData_Moving_SmallMiddle_NARMA_F_50_TS_50.npy,SmallMiddle,NARMA,CNN,GRAD,True
616,0.5,0.14422222222222222,0.08171756572637524,0.46175526251526255,0.512989176042577,0.1663176071819801,0.035468561550869984,0.2328631009774284,authentic_opposing_information,100,SimulatedTrainingData_Moving_SmallMiddle_Harmonic_F_50_TS_50.npy,SmallMiddle,Harmonic,LSTM,,
617,0.45,0.09622222222222222,0.09682759471959929,0.5187545787545788,0.5104177855340405,0.06540363008129034,0.026152729157403475,0.08546838155966789,,,SimulatedTrainingData_Moving_SmallMiddle_Harmonic_F_50_TS_50.npy,SmallMiddle,Harmonic,LSTM,FO,False
618,0.0,0.03111111111111111,0.05974934311180039,0.4854439072039072,0.0,0.04723408863633068,0.038995471868006025,0.17570989745955373,,,SimulatedTrainingData_Moving_SmallMiddle_Harmonic_F_50_TS_50.npy,SmallMiddle,Harmonic,LSTM,SG,False
619,0.05,0.10355555555555555,0.08803105167350386,0.5282007326007327,0.22360679774997894,0.06377510844710416,0.03544120893091874,0.05896091473435257,,,SimulatedTrainingData_Moving_SmallMiddle_Harmonic_F_50_TS_50.npy,SmallMiddle,Harmonic,LSTM,GS,False
620,0.0,0.10600000000000001,0.08818250646938303,0.5365643956043955,0.0,0.058417955885588395,0.03341862993471799,0.055038221384465125,,,SimulatedTrainingData_Moving_SmallMiddle_Harmonic_F_50_TS_50.npy,SmallMiddle,Harmonic,LSTM,IG,False
621,0.0,0.015333333333333334,0.04579027836981071,0.45727037851037855,0.0,0.02648966598805173,0.026576084172407588,0.11965194196647756,,,SimulatedTrainingData_Moving_SmallMiddle_Harmonic_F_50_TS_50.npy,SmallMiddle,Harmonic,LSTM,GRAD,False
622,0.05,0.11933333333333333,0.10762308514959729,0.5345723565323565,0.22360679774997894,0.14750619198245338,0.10415788082102422,0.1471365922065321,,,SimulatedTrainingData_Moving_SmallMiddle_Harmonic_F_50_TS_50.npy,SmallMiddle,Harmonic,LSTM,FO,True
623,0.0,0.09733333333333333,0.09577734290330765,0.5178691086691087,0.0,0.03566940835867018,0.022917695235440634,0.06029628196577707,,,SimulatedTrainingData_Moving_SmallMiddle_Harmonic_F_50_TS_50.npy,SmallMiddle,Harmonic,LSTM,SG,True
624,0.05,0.078,0.08408095894983732,0.49324063492063497,0.22360679774997894,0.034531299660891794,0.021737901933488568,0.06178741593853754,,,SimulatedTrainingData_Moving_SmallMiddle_Harmonic_F_50_TS_50.npy,SmallMiddle,Harmonic,LSTM,GS,True
625,0.2,0.15977777777777777,0.12346204185020326,0.535318778998779,0.41039134083406165,0.16004856313039478,0.09458630865388905,0.15495504499057602,,,SimulatedTrainingData_Moving_SmallMiddle_Harmonic_F_50_TS_50.npy,SmallMiddle,Harmonic,LSTM,IG,True
626,0.1,0.11311111111111112,0.11401337021828029,0.5379637606837607,0.30779350562554625,0.15380113401373746,0.11691786833513151,0.15156368269404588,,,SimulatedTrainingData_Moving_SmallMiddle_Harmonic_F_50_TS_50.npy,SmallMiddle,Harmonic,LSTM,GRAD,True
627,0.45,0.14666666666666667,0.0819172161358749,0.4570278876678876,0.5104177855340405,0.1179156205396531,0.032244976454789125,0.19221373926312796,authentic_opposing_information,100,SimulatedTrainingData_Moving_SmallMiddle_Harmonic_F_50_TS_50.npy,SmallMiddle,Harmonic,CNN,,
628,0.6,0.1757777777777778,0.13104937911119108,0.6603663003663004,0.5026246899500346,0.09106659874019596,0.032321246528664554,0.11451927018218881,,,SimulatedTrainingData_Moving_SmallMiddle_Harmonic_F_50_TS_50.npy,SmallMiddle,Harmonic,CNN,FO,False
629,0.5,0.3371111111111111,0.16763977324876198,0.7918658852258852,0.512989176042577,0.2210226100471325,0.05335824948757985,0.13860840216981432,,,SimulatedTrainingData_Moving_SmallMiddle_Harmonic_F_50_TS_50.npy,SmallMiddle,Harmonic,CNN,SG,False
630,0.05,0.2937777777777778,0.21463262615283435,0.7692994871794872,0.22360679774997894,0.16785091934245272,0.12204089756781769,0.1575399753129961,,,SimulatedTrainingData_Moving_SmallMiddle_Harmonic_F_50_TS_50.npy,SmallMiddle,Harmonic,CNN,GS,False
631,0.05,0.29333333333333333,0.2241282584790068,0.7827950183150183,0.22360679774997894,0.12911856930074622,0.09630498647189653,0.14871513459698285,,,SimulatedTrainingData_Moving_SmallMiddle_Harmonic_F_50_TS_50.npy,SmallMiddle,Harmonic,CNN,IG,False
632,0.45,0.38422222222222224,0.2531266353609893,0.8407299633699633,0.5104177855340405,0.19706211275458518,0.10454888260856617,0.15549866772724968,,,SimulatedTrainingData_Moving_SmallMiddle_Harmonic_F_50_TS_50.npy,SmallMiddle,Harmonic,CNN,GRAD,False
633,0.25,0.26711111111111113,0.2080591374735663,0.7045857387057387,0.4442616583193193,0.2399649097154349,0.15055447797408913,0.2145545554552275,,,SimulatedTrainingData_Moving_SmallMiddle_Harmonic_F_50_TS_50.npy,SmallMiddle,Harmonic,CNN,FO,True
634,0.0,0.07911111111111112,0.08511756788640483,0.49699228327228334,0.0,0.0425221724832652,0.022926655314738996,0.07204253008407197,,,SimulatedTrainingData_Moving_SmallMiddle_Harmonic_F_50_TS_50.npy,SmallMiddle,Harmonic,CNN,SG,True
635,0.15,0.10400000000000001,0.09720235536424246,0.5318579731379731,0.36634754853252327,0.0534190344574401,0.0315140288395433,0.09771617728192662,,,SimulatedTrainingData_Moving_SmallMiddle_Harmonic_F_50_TS_50.npy,SmallMiddle,Harmonic,CNN,GS,True
636,0.25,0.28888888888888886,0.22034507665233197,0.7453389987789989,0.4442616583193193,0.21362553088616013,0.1277973498338886,0.1838749342039265,,,SimulatedTrainingData_Moving_SmallMiddle_Harmonic_F_50_TS_50.npy,SmallMiddle,Harmonic,CNN,IG,True
637,0.1,0.19177777777777777,0.17178575136539204,0.6790523076923076,0.30779350562554625,0.19737207880517912,0.13961959117746414,0.17302918843758364,,,SimulatedTrainingData_Moving_SmallMiddle_Harmonic_F_50_TS_50.npy,SmallMiddle,Harmonic,CNN,GRAD,True
638,0.6,0.19,0.06693399930165442,0.36372439560439557,0.5026246899500346,0.18748844452154861,0.040404670235859245,0.2549807404931326,authentic_opposing_information,100,SimulatedTrainingData_Moving_SmallMiddle_CAR_F_50_TS_50.npy,SmallMiddle,CAR,LSTM,,
639,0.45,0.1177777777777778,0.13550719043799234,0.5376556776556776,0.5104177855340405,0.084296577216838,0.07647027355512637,0.07291470548968032,,,SimulatedTrainingData_Moving_SmallMiddle_CAR_F_50_TS_50.npy,SmallMiddle,CAR,LSTM,FO,False
640,0.05,0.044222222222222225,0.06759102226428702,0.4835907203907204,0.22360679774997896,0.0854112095912864,0.0651773590223434,0.21215001872850592,,,SimulatedTrainingData_Moving_SmallMiddle_CAR_F_50_TS_50.npy,SmallMiddle,CAR,LSTM,SG,False
641,0.45,0.20733333333333331,0.1485620027728149,0.645042148962149,0.5104177855340405,0.09879613233058661,0.04524638992200717,0.06941584531952155,,,SimulatedTrainingData_Moving_SmallMiddle_CAR_F_50_TS_50.npy,SmallMiddle,CAR,LSTM,GS,False
642,0.25,0.168,0.1267945794070176,0.5855269352869352,0.4442616583193193,0.10236552376088742,0.05174606394510152,0.10355582783757578,,,SimulatedTrainingData_Moving_SmallMiddle_CAR_F_50_TS_50.npy,SmallMiddle,CAR,LSTM,IG,False
643,0.0,0.044222222222222225,0.055330384423090885,0.44205435897435896,0.0,0.07412438837027295,0.05134476834749761,0.16086460849407483,,,SimulatedTrainingData_Moving_SmallMiddle_CAR_F_50_TS_50.npy,SmallMiddle,CAR,LSTM,GRAD,False
644,0.25,0.1973333333333333,0.2044517917646956,0.5706401953601954,0.4442616583193193,0.17786196836893708,0.20254442150381527,0.1620607212207694,,,SimulatedTrainingData_Moving_SmallMiddle_CAR_F_50_TS_50.npy,SmallMiddle,CAR,LSTM,FO,True
645,0.15,0.09977777777777778,0.09848883913535274,0.5208684249084251,0.36634754853252327,0.04102583220828149,0.03356918251699147,0.07574586861363555,,,SimulatedTrainingData_Moving_SmallMiddle_CAR_F_50_TS_50.npy,SmallMiddle,CAR,LSTM,SG,True
646,0.05,0.10866666666666666,0.10459094936989652,0.5071011477411477,0.22360679774997894,0.04691329981790951,0.032436593365248144,0.06130069960098383,,,SimulatedTrainingData_Moving_SmallMiddle_CAR_F_50_TS_50.npy,SmallMiddle,CAR,LSTM,GS,True
647,0.5,0.24533333333333335,0.23690289388851182,0.5985520879120878,0.512989176042577,0.17713098716679943,0.169929807139946,0.14947580899604104,,,SimulatedTrainingData_Moving_SmallMiddle_CAR_F_50_TS_50.npy,SmallMiddle,CAR,LSTM,IG,True
648,0.25,0.16311111111111112,0.1978210261871311,0.5563029548229548,0.4442616583193193,0.14270459134121632,0.20487722984272672,0.15734600197829338,,,SimulatedTrainingData_Moving_SmallMiddle_CAR_F_50_TS_50.npy,SmallMiddle,CAR,LSTM,GRAD,True
649,0.45,0.14311111111111113,0.09507652599349105,0.5359005616605617,0.5104177855340405,0.08794351072491069,0.023449269220854895,0.15547708043634856,authentic_opposing_information,100,SimulatedTrainingData_Moving_SmallMiddle_Box_F_50_TS_50.npy,SmallMiddle,Box,LSTM,,
650,0.7,0.1828888888888889,0.13583127473070322,0.5593772893772894,0.4701623459816272,0.06376165821110488,0.04199069046392443,0.05961799728752318,,,SimulatedTrainingData_Moving_SmallMiddle_Box_F_50_TS_50.npy,SmallMiddle,Box,LSTM,FO,False
651,0.0,0.042888888888888886,0.0722782153915437,0.4647619536019537,0.0,0.03716461458158891,0.027701300646812747,0.12739343488992633,,,SimulatedTrainingData_Moving_SmallMiddle_Box_F_50_TS_50.npy,SmallMiddle,Box,LSTM,SG,False
652,0.2,0.13200000000000003,0.10925514509564951,0.5462215384615384,0.41039134083406165,0.05094251369047874,0.021987529834998562,0.052936524598495086,,,SimulatedTrainingData_Moving_SmallMiddle_Box_F_50_TS_50.npy,SmallMiddle,Box,LSTM,GS,False
653,0.2,0.12711111111111112,0.10685438881292761,0.5397799267399268,0.41039134083406165,0.06256214584129692,0.027465765680532408,0.06317834814442215,,,SimulatedTrainingData_Moving_SmallMiddle_Box_F_50_TS_50.npy,SmallMiddle,Box,LSTM,IG,False
654,0.05,0.04022222222222222,0.07170361345972624,0.44357010989010986,0.22360679774997894,0.051133480993303476,0.021326113245976986,0.08683323263504367,,,SimulatedTrainingData_Moving_SmallMiddle_Box_F_50_TS_50.npy,SmallMiddle,Box,LSTM,GRAD,False
655,0.05,0.11688888888888889,0.11669305708288391,0.5419835897435898,0.22360679774997894,0.10409272619411847,0.10328037976661118,0.11729452686551524,,,SimulatedTrainingData_Moving_SmallMiddle_Box_F_50_TS_50.npy,SmallMiddle,Box,LSTM,FO,True
656,0.1,0.08133333333333334,0.07731264034858745,0.48534578754578755,0.30779350562554625,0.03479000401648707,0.03529096923696299,0.06453348905342053,,,SimulatedTrainingData_Moving_SmallMiddle_Box_F_50_TS_50.npy,SmallMiddle,Box,LSTM,SG,True
657,0.2,0.09177777777777778,0.09196667551622653,0.49477367521367527,0.41039134083406165,0.03891377649752778,0.04323101440265936,0.054558786040396566,,,SimulatedTrainingData_Moving_SmallMiddle_Box_F_50_TS_50.npy,SmallMiddle,Box,LSTM,GS,True
658,0.3,0.14866666666666667,0.14535605550231442,0.546716971916972,0.4701623459816272,0.12747745026037463,0.10223687320973118,0.12557677164954567,,,SimulatedTrainingData_Moving_SmallMiddle_Box_F_50_TS_50.npy,SmallMiddle,Box,LSTM,IG,True
659,0.05,0.11377777777777778,0.11988425873924118,0.5419024664224664,0.22360679774997894,0.10089038306851403,0.10698912819723948,0.11251972390130785,,,SimulatedTrainingData_Moving_SmallMiddle_Box_F_50_TS_50.npy,SmallMiddle,Box,LSTM,GRAD,True
660,0.35,0.12177777777777776,0.08763133429113464,0.4923666422466423,0.4893604849295929,0.10481234197621629,0.0290721957746412,0.18163996216890463,authentic_opposing_information,100,SimulatedTrainingData_Moving_SmallMiddle_AutoRegressive_F_50_TS_50.npy,SmallMiddle,AutoRegressive,LSTM,,
661,0.2,0.07955555555555555,0.0858945466427389,0.4894505494505494,0.4103913408340617,0.046834007958901795,0.019576240233395825,0.07090902685819042,,,SimulatedTrainingData_Moving_SmallMiddle_AutoRegressive_F_50_TS_50.npy,SmallMiddle,AutoRegressive,LSTM,FO,False
662,0.0,0.015111111111111112,0.019901025602562135,0.4713367521367521,0.0,0.051858757546271915,0.03022537871157139,0.20358014750988448,,,SimulatedTrainingData_Moving_SmallMiddle_AutoRegressive_F_50_TS_50.npy,SmallMiddle,AutoRegressive,LSTM,SG,False
663,0.0,0.018444444444444447,0.010147796516105402,0.47905455433455435,0.0,0.058595650797628844,0.031279641464761795,0.20354153258690638,,,SimulatedTrainingData_Moving_SmallMiddle_AutoRegressive_F_50_TS_50.npy,SmallMiddle,AutoRegressive,LSTM,GS,False
